artista,genero,bpm,duracion_seg,clave_musical,modo,instrumental,con_voz,colaboracion,artista_colaborador,fecha_lanzamiento,año,mes,estacion,tipo_lanzamiento,popularidad,reproducciones_previas,hit_viral,dia_semana,trimestre
Ozuna,Lofi,103,370,7,0,0,1,0,,2017-04-19,2017,4,Primavera,Album,100.0,10.025026912275003,0,2,2
BTS,R&B,142,218,9,0,0,1,1,Shawn Mendes,2017-04-20,2017,4,Primavera,Single,1.0,1.0,0,3,2
Travis Scott,K-Pop,96,339,2,1,0,1,1,Charlie Puth,2017-04-20,2017,4,Primavera,Album,59.89395945531727,7.876239874165134,1,3,2
Ed Sheeran,Metal,163,213,6,1,0,1,1,J Balvin,2017-04-26,2017,4,Primavera,Single,100.0,127.44564679727964,0,2,2
Sebastian Yatra,Pop Latino,119,234,1,1,0,1,1,Rosalía,2017-04-29,2017,4,Primavera,Album,1.0,1.0,0,5,2
Taylor Swift,Funk,80,183,11,1,0,1,0,,2017-04-30,2017,4,Primavera,Album,1.0,3.7561696497591486,0,6,2
SZA,Techno,132,268,6,0,1,0,0,,2017-05-02,2017,5,Primavera,Single,1.0,12.127132468371435,0,1,2
Alan Walker,Urbano,101,309,6,1,0,1,1,Eminem,2017-05-04,2017,5,Primavera,Single,1.0,6.18934579909089,0,3,2
Anitta,Hip Hop,169,147,7,0,0,1,1,Sebastian Yatra,2017-05-05,2017,5,Primavera,Album,3.094223480272731,10.744928519572477,0,4,2
Nicki Minaj,Alternativo,91,159,5,0,1,0,0,,2017-05-05,2017,5,Primavera,Single,100.0,68.68152616895003,0,4,2
Drake,Clásica,155,177,4,1,0,1,1,Rosalía,2017-05-06,2017,5,Primavera,Single,100.0,21.091206750756967,0,5,2
Demi Lovato,Metal,200,432,0,1,0,1,1,Calvin Harris,2017-05-07,2017,5,Primavera,Single,100.0,16.583857479472634,0,6,2
Tini,Blues,130,327,7,1,1,0,1,Paulo Londra,2017-05-07,2017,5,Primavera,Single,87.35807271309214,54.06276169990165,0,6,2
Lil Nas X,Indie,80,126,2,0,0,1,0,,2017-05-08,2017,5,Primavera,Single,100.0,12.682975937858354,1,0,2
Lil Uzi Vert,Funk,73,117,5,1,0,1,0,,2017-05-09,2017,5,Primavera,Single,6.827644241378826,14.793183349660193,0,1,2
Sam Smith,Funk,99,235,4,1,1,0,1,Blackpink,2017-05-10,2017,5,Primavera,Single,100.0,52.70748771106594,0,2,2
Peso Pluma,Punk,174,407,5,0,0,1,1,Harry Styles,2017-05-13,2017,5,Primavera,Single,1.0,1.0,0,5,2
DaBaby,House,60,291,1,0,0,1,0,,2017-05-15,2017,5,Primavera,Single,100.0,29.322357669395398,0,0,2
Ed Sheeran,Metal,188,179,11,0,0,1,1,Calvin Harris,2017-05-17,2017,5,Primavera,Single,100.0,2.8777198985656294,0,2,2
Justin Bieber,Electrónica,133,243,11,0,0,1,0,,2017-05-17,2017,5,Primavera,Album,1.707069174736505,26.639610662539148,0,2,2
Alan Walker,Trap,85,247,3,0,0,1,1,María Becerra,2017-05-19,2017,5,Primavera,Album,1.0,24.596937839217524,0,4,2
Kanye West,Soul,128,175,6,1,0,1,0,,2017-05-23,2017,5,Primavera,Single,100.0,37.963611661095975,0,1,2
Coldplay,Reggaeton,108,339,5,1,0,1,0,,2017-05-26,2017,5,Primavera,Album,2.561281021903801,1.531948577482113,0,4,2
Shakira,Hip Hop,60,204,1,0,1,0,0,,2017-05-26,2017,5,Primavera,Single,1.0,1.0022114407340312,0,4,2
Anitta,Dance,153,185,8,1,0,1,1,Juice WRLD,2017-05-29,2017,5,Primavera,Single,6.478062107041516,8.244425626169027,0,0,2
Nicki Minaj,Reggaeton,96,189,4,0,1,0,0,,2017-05-30,2017,5,Primavera,Single,100.0,69.71547651899162,0,1,2
María Becerra,K-Pop,107,239,9,0,0,1,1,David Guetta,2017-06-02,2017,6,Verano,Single,76.31625120599305,72.31552992502078,0,4,2
J Balvin,Techno,135,230,11,1,0,1,0,,2017-06-03,2017,6,Verano,Single,100.0,88.1153107923881,0,5,2
Dua Lipa,Urbano,97,292,2,1,1,0,0,,2017-06-04,2017,6,Verano,Single,100.0,24.192663284852316,0,6,2
Rauw Alejandro,Country,118,221,8,1,0,1,1,Halsey,2017-06-05,2017,6,Verano,Single,39.940185718162894,13.237647253445424,0,0,2
Don Omar,Experimental,151,210,10,0,0,1,1,Twenty One Pilots,2017-06-09,2017,6,Verano,Album,37.558739375568855,4.442421952993,1,4,2
Feid,Drill,157,239,8,0,0,1,1,Shawn Mendes,2017-06-09,2017,6,Verano,Single,100.0,3.509001151208685,0,4,2
Kendrick Lamar,Lofi,98,131,8,1,0,1,1,Manuel Turizo,2017-06-09,2017,6,Verano,Single,100.0,113.66616070939327,0,4,2
Ed Sheeran,Metal,142,268,2,0,0,1,1,Bad Bunny,2017-06-12,2017,6,Verano,Single,100.0,64.14761619986757,0,0,2
Camila Cabello,Disco,128,193,1,1,0,1,0,,2017-06-14,2017,6,Verano,Album,100.0,122.87407456813564,0,2,2
Rauw Alejandro,Country,112,197,5,0,0,1,0,,2017-06-14,2017,6,Verano,Album,16.9343410687421,11.975877517176253,0,2,2
Charlie Puth,Jazz,83,452,2,1,1,0,1,María Becerra,2017-06-17,2017,6,Verano,Album,1.0,21.204169233259698,0,5,2
Maluma,Hip Hop,92,285,11,0,0,1,1,Rosalía,2017-06-17,2017,6,Verano,Single,1.0,9.015424169481719,0,5,2
Nicky Jam,Experimental,121,192,7,0,0,1,1,Paulo Londra,2017-06-18,2017,6,Verano,Single,100.0,116.61264997782787,0,6,2
Coldplay,Hip Hop,122,318,11,1,0,1,1,Lady Gaga,2017-06-22,2017,6,Verano,Album,1.0,1.4685225401899964,0,3,2
Anuel AA,Flamenco,131,252,0,1,0,1,0,,2017-06-24,2017,6,Verano,Album,6.412667353394177,20.503190914306707,0,5,2
Jhayco,Rock,141,357,4,1,0,1,1,Lady Gaga,2017-06-24,2017,6,Verano,Single,100.0,0.5351355605514851,0,5,2
Karol G,Indie,117,292,8,0,0,1,0,,2017-06-24,2017,6,Verano,Album,100.0,47.468974609522796,0,5,2
Nicky Jam,Experimental,90,233,4,1,0,1,0,,2017-06-25,2017,6,Verano,Single,100.0,77.80801705752656,0,6,2
Imagine Dragons,Blues,100,458,1,1,0,1,0,,2017-06-26,2017,6,Verano,Album,4.636579681460203,25.728534695192597,0,0,2
Don Omar,Experimental,122,277,9,0,0,1,1,Myke Towers,2017-06-28,2017,6,Verano,Album,3.9128621301421243,13.624468077594612,0,2,2
Paulo Londra,Flamenco,77,227,8,0,0,1,0,,2017-06-29,2017,6,Verano,Album,100.0,75.85371808345502,0,3,2
Myke Towers,Reggaeton,108,236,7,1,0,1,0,,2017-06-30,2017,6,Verano,Single,100.0,128.37204619710653,0,4,2
Lil Uzi Vert,Funk,80,348,6,1,0,1,0,,2017-07-01,2017,7,Verano,Single,12.250362449801639,4.838564135945555,0,5,3
Lewis Capaldi,Punk,111,218,4,0,1,0,1,Anitta,2017-07-03,2017,7,Verano,Album,1.0,37.92549074492417,0,0,3
Miley Cyrus,Blues,76,188,8,0,0,1,0,,2017-07-06,2017,7,Verano,Single,3.955724363752992,2.8908363930733034,0,3,3
Tini,Blues,115,238,7,1,0,1,0,,2017-07-06,2017,7,Verano,Single,100.0,23.888096719910457,0,3,3
Manuel Turizo,Lofi,95,293,0,0,1,0,1,Ariana Grande,2017-07-07,2017,7,Verano,Single,1.0,14.273262113841229,0,4,3
Twenty One Pilots,Electrónica,129,307,9,1,0,1,1,Justin Bieber,2017-07-07,2017,7,Verano,Album,1.0,6.299004655858319,0,4,3
Lil Baby,Reggaeton,107,208,6,1,0,1,1,Manuel Turizo,2017-07-08,2017,7,Verano,Album,100.0,87.65874167152654,0,5,3
Migos,Indie,122,227,11,1,0,1,0,,2017-07-09,2017,7,Verano,Single,1.0,1.1289686801854335,0,6,3
Post Malone,Disco,126,469,3,1,1,0,0,,2017-07-10,2017,7,Verano,Album,100.0,80.12747417317443,0,0,3
Maluma,Hip Hop,104,248,10,0,0,1,0,,2017-07-11,2017,7,Verano,Single,1.853591618528411,1.0,0,1,3
Dua Lipa,Urbano,113,136,2,1,1,0,1,Paulo Londra,2017-07-15,2017,7,Verano,Single,100.0,64.11158225757077,0,5,3
Jhayco,Rock,146,321,7,0,0,1,1,J Balvin,2017-07-15,2017,7,Verano,Single,100.0,10.41498760512385,0,5,3
Ozuna,Lofi,130,545,11,0,1,0,0,,2017-07-19,2017,7,Verano,Album,100.0,76.77997485672277,0,2,3
Alan Walker,Jazz,103,358,6,1,0,1,0,,2017-07-21,2017,7,Verano,Album,80.1216954443691,6.742207442387398,0,4,3
Karol G,Indie,106,259,10,0,1,0,1,Juice WRLD,2017-07-22,2017,7,Verano,Single,100.0,24.725518150993267,0,5,3
Lil Baby,Soul,118,227,7,0,0,1,1,Imagine Dragons,2017-07-26,2017,7,Verano,Single,100.0,86.63674197271835,0,2,3
Megan Thee Stallion,Drill,60,201,8,0,1,0,0,,2017-07-28,2017,7,Verano,Single,1.0,0.8558913304555766,0,4,3
Bad Bunny,Disco,80,340,0,0,0,1,1,Rauw Alejandro,2017-07-30,2017,7,Verano,Single,1.0,10.196475631570912,0,6,3
Migos,Indie,73,213,11,1,0,1,1,The Weeknd,2017-07-31,2017,7,Verano,Single,1.0,1.244130753757154,0,0,3
Miley Cyrus,Blues,91,329,5,1,0,1,0,,2017-07-31,2017,7,Verano,Single,20.591035572947835,2.933643665858818,0,0,3
Juice WRLD,Trap,146,263,2,0,1,0,1,Anuel AA,2017-08-01,2017,8,Verano,Single,100.0,4.214352857594622,0,1,3
Katy Perry,Synthwave,110,429,8,0,0,1,1,Farruko,2017-08-07,2017,8,Verano,Single,64.76175507363175,2.948157550259066,1,0,3
Demi Lovato,Metal,138,198,6,0,0,1,1,Lil Baby,2017-08-08,2017,8,Verano,Single,100.0,99.56122677291802,0,1,3
Farruko,Pop Latino,119,309,8,0,0,1,0,,2017-08-08,2017,8,Verano,Single,100.0,89.80586337522115,0,1,3
Dua Lipa,Urbano,82,187,8,1,0,1,0,,2017-08-09,2017,8,Verano,Single,100.0,64.87630580905684,0,2,3
Doja Cat,Experimental,107,314,5,0,0,1,1,SZA,2017-08-10,2017,8,Verano,Album,1.1615894736955137,18.571649272384278,0,3,3
Anitta,Dance,149,234,6,1,0,1,1,Selena Gomez,2017-08-11,2017,8,Verano,Single,18.74257011656258,13.006249290803787,0,4,3
Feid,Drill,114,178,9,0,1,0,1,Megan Thee Stallion,2017-08-11,2017,8,Verano,Single,6.5746115392977,49.11366733663882,0,4,3
Ariana Grande,Techno,153,305,10,0,0,1,1,María Becerra,2017-08-13,2017,8,Verano,Single,100.0,15.787936289104946,0,6,3
Cardi B,K-Pop,110,428,8,1,0,1,0,,2017-08-15,2017,8,Verano,Album,1.0,3.7966653025085773,0,1,3
Farruko,Punk,100,238,3,1,0,1,0,,2017-08-15,2017,8,Verano,Single,100.0,59.224333575124554,0,1,3
BTS,House,155,154,7,1,1,0,0,,2017-08-16,2017,8,Verano,Album,1.0,1.0,0,2,3
Martin Garrix,Country,105,213,0,0,1,0,1,Kendrick Lamar,2017-08-17,2017,8,Verano,Single,100.0,24.5904732304696,0,3,3
Daddy Yankee,Indie,127,183,10,0,0,1,0,,2017-08-20,2017,8,Verano,Album,3.055143382920754,1.0777409213751923,0,6,3
Halsey,Funk,109,474,4,0,0,1,1,Calvin Harris,2017-08-20,2017,8,Verano,Single,100.0,6.738227716106632,0,6,3
Wisin & Yandel,Rock,94,308,4,1,0,1,0,,2017-08-20,2017,8,Verano,Single,100.0,15.6110870301775,1,6,3
Kanye West,Hip Hop,91,120,7,0,0,1,1,Shakira,2017-08-22,2017,8,Verano,Single,100.0,40.33926068182786,0,1,3
Drake,Clásica,79,137,4,1,0,1,0,,2017-08-24,2017,8,Verano,Album,100.0,67.60462428497803,0,3,3
Feid,Drill,105,166,0,0,0,1,0,,2017-08-25,2017,8,Verano,Single,100.0,17.416715941556767,0,4,3
Eminem,Urbano,119,355,0,1,0,1,0,,2017-08-26,2017,8,Verano,Single,1.501273280553808,39.148238231774826,0,5,3
Megan Thee Stallion,Drill,162,287,9,1,0,1,0,,2017-08-27,2017,8,Verano,Single,1.0,1.0,0,6,3
Alan Walker,Soul,68,177,9,1,0,1,1,Post Malone,2017-08-28,2017,8,Verano,Album,1.0,7.889884667644148,0,0,3
Travis Scott,K-Pop,122,259,11,1,0,1,1,Ed Sheeran,2017-08-28,2017,8,Verano,Single,4.0291624391834535,33.122498868942245,0,0,3
Wisin & Yandel,Rock,178,324,1,0,0,1,0,,2017-08-28,2017,8,Verano,Single,100.0,26.749606874567718,0,0,3
Don Omar,Experimental,130,121,6,0,0,1,0,,2017-09-03,2017,9,Otoño,Single,8.407608750905396,16.651564182766013,0,6,3
Calvin Harris,Folk,110,287,7,0,0,1,0,,2017-09-04,2017,9,Otoño,Single,100.0,34.34574489511878,0,0,3
David Guetta,Lofi,96,159,3,1,0,1,0,,2017-09-06,2017,9,Otoño,Album,100.0,71.76706866742862,0,2,3
Ozuna,Lofi,90,241,3,0,0,1,0,,2017-09-06,2017,9,Otoño,Album,100.0,26.763252052609698,0,2,3
Bruno Mars,Alternativo,119,230,9,1,0,1,1,Adele,2017-09-07,2017,9,Otoño,Single,1.0,1.0,1,3,3
Doja Cat,Experimental,107,311,11,0,1,0,1,Beyoncé,2017-09-07,2017,9,Otoño,Album,9.895767506690921,25.862801348905048,0,3,3
Rihanna,Alternativo,67,184,4,0,0,1,0,,2017-09-07,2017,9,Otoño,Single,100.0,81.54263959171044,0,3,3
Adele,Drill,119,305,10,1,1,0,0,,2017-09-12,2017,9,Otoño,Single,1.6744259140944382,4.373110984969329,0,1,3
BTS,Rock,145,213,8,0,0,1,0,,2017-09-13,2017,9,Otoño,Album,1.0,1.0,0,2,3
Shakira,Blues,115,292,10,1,1,0,0,,2017-09-17,2017,9,Otoño,Single,1.6966597117755728,20.357655854470412,0,6,3
Rihanna,Electrónica,105,151,1,1,0,1,1,Farruko,2017-09-18,2017,9,Otoño,Single,100.0,104.85545674242177,0,0,3
Katy Perry,Synthwave,78,332,9,0,0,1,1,Megan Thee Stallion,2017-09-20,2017,9,Otoño,Single,25.585506943376625,8.553589128834577,0,2,3
Rosalía,Clásica,117,240,3,0,1,0,0,,2017-09-21,2017,9,Otoño,Single,8.940840088687416,4.577108062622159,0,3,3
Wisin & Yandel,Rock,111,226,10,0,0,1,1,Sam Smith,2017-09-21,2017,9,Otoño,Single,46.380607588304215,31.927074973778677,0,3,3
Selena Gomez,K-Pop,118,298,8,1,0,1,1,Olivia Rodrigo,2017-09-23,2017,9,Otoño,Single,1.0,3.482109067697918,0,5,3
Harry Styles,Electrónica,129,272,4,0,0,1,1,Lewis Capaldi,2017-09-25,2017,9,Otoño,Single,100.0,88.41432163452393,0,0,3
Maroon 5,Flamenco,84,274,0,1,1,0,1,Anuel AA,2017-09-26,2017,9,Otoño,Album,100.0,46.97076252064165,0,1,3
Migos,Indie,92,296,7,1,0,1,1,Lil Uzi Vert,2017-09-27,2017,9,Otoño,Single,1.0,1.0707527999770778,0,2,3
Don Omar,Experimental,93,208,4,1,0,1,0,,2017-09-30,2017,9,Otoño,Album,4.517039103040388,13.219333027842232,0,5,3
Myke Towers,Reggaeton,103,334,1,0,0,1,1,Billie Eilish,2017-10-01,2017,10,Otoño,Album,100.0,126.14282537831829,0,6,4
Billie Eilish,Reggaeton,97,255,7,1,1,0,0,,2017-10-02,2017,10,Otoño,Single,1.0,1.2694517281853246,0,0,4
Zara Larsson,Techno,188,287,7,0,1,0,1,Rauw Alejandro,2017-10-04,2017,10,Otoño,Single,100.0,8.03377733653588,0,2,4
Lady Gaga,Reggaeton,114,80,2,0,0,1,0,,2017-10-08,2017,10,Otoño,Single,60.23769956848095,11.21719107990411,0,6,4
SZA,Techno,154,403,7,1,0,1,1,Ariana Grande,2017-10-11,2017,10,Otoño,Album,1.0,7.020777957650598,0,2,4
Sebastian Yatra,Blues,90,330,6,1,0,1,0,,2017-10-11,2017,10,Otoño,Album,1.0,29.49259833022832,0,2,4
Imagine Dragons,Hip Hop,84,219,4,1,0,1,0,,2017-10-12,2017,10,Otoño,Album,2.1690436080723328,9.032284200165869,0,3,4
Maluma,Hip Hop,60,199,7,0,0,1,1,Feid,2017-10-12,2017,10,Otoño,Single,1.0,1.0573984057084371,0,3,4
Blackpink,Latino,115,241,2,0,1,0,1,Migos,2017-10-15,2017,10,Otoño,Album,81.91091281981019,27.172348219196376,0,6,4
Lewis Capaldi,Punk,176,178,6,0,0,1,1,Blackpink,2017-10-16,2017,10,Otoño,Album,1.0,0.9311543560784035,0,0,4
Nicky Jam,Experimental,103,245,9,1,1,0,1,Miley Cyrus,2017-10-17,2017,10,Otoño,Album,100.0,81.78186623665766,0,1,4
Travis Scott,K-Pop,117,96,10,0,0,1,0,,2017-10-17,2017,10,Otoño,Single,100.0,28.461013095632797,0,1,4
The Weeknd,Synthwave,77,330,2,1,0,1,0,,2017-10-18,2017,10,Otoño,Single,100.0,47.52175956944701,0,2,4
Taylor Swift,Funk,154,240,3,0,0,1,1,Camila Cabello,2017-10-19,2017,10,Otoño,Single,83.02938571802818,3.8058150269318576,0,3,4
Olivia Rodrigo,Punk,115,494,4,0,0,1,0,,2017-10-21,2017,10,Otoño,Single,86.48142220127956,1.3472242377823913,0,5,4
Don Omar,Experimental,119,234,6,1,1,0,0,,2017-10-22,2017,10,Otoño,Single,9.828751453682855,7.145751901363671,1,6,4
Juice WRLD,Trap,148,490,4,0,0,1,1,Lewis Capaldi,2017-10-23,2017,10,Otoño,Single,9.119541790744654,52.813831832987574,0,0,4
Post Malone,Disco,150,412,6,1,0,1,1,Demi Lovato,2017-10-25,2017,10,Otoño,Single,100.0,2.8014338663217844,0,2,4
The Kid LAROI,Metal,147,350,9,1,0,1,1,SZA,2017-10-27,2017,10,Otoño,Single,2.289514822460138,5.825936606969736,0,4,4
María Becerra,Soul,105,173,10,1,0,1,0,,2017-10-28,2017,10,Otoño,Single,96.32475753780254,12.570064889431302,1,5,4
Sam Smith,Funk,92,369,11,1,1,0,0,,2017-10-30,2017,10,Otoño,Single,100.0,101.10562613904274,0,0,4
Shakira,Hip Hop,104,231,3,0,0,1,0,,2017-10-31,2017,10,Otoño,Single,1.0,1.0376265317413775,0,1,4
Anuel AA,Flamenco,88,395,11,0,0,1,0,,2017-11-04,2017,11,Otoño,Single,100.0,11.88005856664608,0,5,4
Beyoncé,Hip Hop,121,202,2,0,0,1,0,,2017-11-04,2017,11,Otoño,Single,1.0,0.8083146219946599,0,5,4
Jack Harlow,K-Pop,165,378,9,0,0,1,1,Beyoncé,2017-11-04,2017,11,Otoño,Single,21.844128267581688,26.71992358882027,0,5,4
Travis Scott,K-Pop,103,181,9,0,0,1,0,,2017-11-04,2017,11,Otoño,Single,100.0,15.009806082808192,0,5,4
Don Omar,Experimental,84,334,2,0,0,1,1,Calvin Harris,2017-11-07,2017,11,Otoño,Single,12.70008417867234,6.158548755299631,0,1,4
Sam Smith,Funk,100,216,1,1,0,1,0,,2017-11-08,2017,11,Otoño,Album,100.0,103.90270408024122,0,2,4
Imagine Dragons,Blues,91,188,5,0,0,1,0,,2017-11-09,2017,11,Otoño,Single,2.4805845589219393,6.980275159932529,0,3,4
Maroon 5,Flamenco,74,363,4,0,1,0,1,Paulo Londra,2017-11-10,2017,11,Otoño,Single,100.0,11.655302985090309,0,4,4
J Balvin,Experimental,161,162,2,0,1,0,1,Don Omar,2017-11-12,2017,11,Otoño,Single,100.0,3.4660858521750004,1,6,4
Lil Nas X,Indie,128,92,10,1,0,1,1,Shakira,2017-11-12,2017,11,Otoño,Single,100.0,78.03194781762717,0,6,4
Lil Baby,Soul,88,130,9,1,0,1,0,,2017-11-13,2017,11,Otoño,Album,100.0,88.38756716587214,0,0,4
Olivia Rodrigo,Experimental,121,250,8,0,0,1,0,,2017-11-15,2017,11,Otoño,Album,1.0,21.60766976624847,0,2,4
Jack Harlow,Punk,168,331,5,1,1,0,1,Don Omar,2017-11-16,2017,11,Otoño,Single,45.732864468883356,5.698032182113942,0,3,4
Camila Cabello,Disco,91,130,3,0,0,1,1,Demi Lovato,2017-11-18,2017,11,Otoño,Album,100.0,53.71553229627737,0,5,4
Ozuna,Lofi,101,419,7,1,1,0,0,,2017-11-18,2017,11,Otoño,Album,100.0,88.5952616756672,0,5,4
Blackpink,Flamenco,104,151,2,0,0,1,0,,2017-11-19,2017,11,Otoño,Album,100.0,1.0556537699620472,0,6,4
Lady Gaga,Reggaeton,82,96,6,1,0,1,1,Anitta,2017-11-19,2017,11,Otoño,Single,100.0,15.865025667415575,0,6,4
Young Thug,Experimental,102,468,1,0,0,1,1,Manuel Turizo,2017-11-19,2017,11,Otoño,Single,100.0,24.19612723003326,0,6,4
Post Malone,Disco,135,291,9,1,0,1,0,,2017-11-23,2017,11,Otoño,Single,100.0,127.98067367521806,0,3,4
Twenty One Pilots,Electrónica,119,401,11,1,0,1,0,,2017-11-24,2017,11,Otoño,Single,84.6439947653803,3.5653752010971274,0,4,4
Travis Scott,K-Pop,127,125,1,0,0,1,0,,2017-11-26,2017,11,Otoño,Album,100.0,25.426215841322666,0,6,4
Don Omar,Rock,60,220,1,0,0,1,0,,2017-11-27,2017,11,Otoño,Album,1.931039436342743,10.273542202583746,0,0,4
Shawn Mendes,Clásica,109,388,6,1,0,1,1,Maroon 5,2017-11-28,2017,11,Otoño,Single,100.0,14.14350173771139,0,1,4
Lil Uzi Vert,Reggaeton,98,81,9,1,0,1,0,,2017-11-29,2017,11,Otoño,Single,6.30099052202824,26.92920526454617,0,2,4
Young Thug,Experimental,123,424,8,0,0,1,1,Shakira,2017-11-29,2017,11,Otoño,Single,100.0,58.070463259907264,0,2,4
Sebastian Yatra,Pop Latino,140,343,10,0,0,1,1,Paulo Londra,2017-12-03,2017,12,Invierno,Album,1.0,0.9472863486493911,0,6,4
Maroon 5,Rap,92,357,7,0,0,1,0,,2017-12-06,2017,12,Invierno,Single,100.0,20.21604815824687,0,2,4
Don Omar,Experimental,60,85,4,0,1,0,0,,2017-12-07,2017,12,Invierno,Album,8.201677331998935,6.828789311173448,0,3,4
Ozuna,Lofi,116,272,2,1,1,0,0,,2017-12-08,2017,12,Invierno,Single,100.0,70.73585957352047,0,4,4
Nicki Minaj,Reggaeton,104,182,0,0,1,0,1,The Weeknd,2017-12-10,2017,12,Invierno,Single,100.0,116.1832687840278,0,6,4
Harry Styles,Punk,128,320,7,0,0,1,0,,2017-12-11,2017,12,Invierno,Single,100.0,14.359886115043555,0,0,4
Kendrick Lamar,Lofi,145,164,11,0,0,1,1,Camila Cabello,2017-12-13,2017,12,Invierno,Album,100.0,62.35322126743932,0,2,4
Miley Cyrus,Blues,87,330,1,1,0,1,1,Coldplay,2017-12-16,2017,12,Invierno,Album,1.5791023452790178,7.177508714615953,0,5,4
Ed Sheeran,Metal,99,180,2,1,1,0,1,Demi Lovato,2017-12-18,2017,12,Invierno,Single,100.0,9.616134227387619,0,0,4
Megan Thee Stallion,Synthwave,164,308,2,1,0,1,0,,2017-12-19,2017,12,Invierno,Album,1.0,14.162371037379616,0,1,4
Travis Scott,K-Pop,119,257,3,0,0,1,0,,2017-12-19,2017,12,Invierno,Single,100.0,28.69347807605649,0,1,4
Doja Cat,Experimental,112,229,9,0,0,1,0,,2017-12-20,2017,12,Invierno,Single,5.767909736875808,1.744974402683542,0,2,4
Ed Sheeran,Metal,164,240,5,0,0,1,0,,2017-12-25,2017,12,Invierno,Single,100.0,17.63902451763401,0,0,4
Alan Walker,Dance,110,313,8,1,0,1,0,,2017-12-26,2017,12,Invierno,Album,1.0,32.46398921970162,0,1,4
Don Omar,Soul,149,193,9,0,1,0,1,Kanye West,2017-12-30,2017,12,Invierno,Single,4.702933039148954,9.634816909680488,0,5,4
DaBaby,Rock,75,277,10,1,1,0,0,,2017-12-31,2017,12,Invierno,Single,100.0,73.37575806584995,0,6,4
Coldplay,Reggaeton,95,341,5,1,1,0,0,,2018-01-01,2018,1,Invierno,Album,1.0,28.247055125777642,0,0,1
Justin Bieber,Experimental,187,309,6,1,0,1,0,,2018-01-01,2018,1,Invierno,Single,1.189076849293121,1.658567586126935,0,0,1
Kendrick Lamar,Lofi,148,180,9,0,0,1,1,Don Omar,2018-01-03,2018,1,Invierno,Album,100.0,66.25095715571496,0,2,1
Camila Cabello,Country,66,119,2,0,0,1,0,,2018-01-04,2018,1,Invierno,Single,100.0,22.617582066032767,0,3,1
Zara Larsson,Techno,132,455,6,0,0,1,1,Farruko,2018-01-06,2018,1,Invierno,Single,93.01371373671579,78.43277446703033,0,5,1
The Kid LAROI,Metal,128,357,6,0,1,0,1,Harry Styles,2018-01-08,2018,1,Invierno,Single,3.297604732745039,1.7733283924173977,0,0,1
Martin Garrix,Country,84,234,10,0,1,0,1,Camila Cabello,2018-01-11,2018,1,Invierno,Album,100.0,118.65326360879665,0,3,1
Rauw Alejandro,Country,95,159,1,0,1,0,1,Blackpink,2018-01-11,2018,1,Invierno,Single,6.403806169655385,13.249313135923066,0,3,1
Bad Bunny,Disco,73,323,6,1,0,1,1,Blackpink,2018-01-12,2018,1,Invierno,Single,1.0,4.781117886197031,0,4,1
Peso Pluma,Punk,106,492,1,1,0,1,0,,2018-01-14,2018,1,Invierno,Album,1.0,0.7079465244945963,0,6,1
Kanye West,Soul,114,181,11,0,0,1,0,,2018-01-17,2018,1,Invierno,Album,100.0,26.981516076884684,0,2,1
Charlie Puth,Funk,117,489,1,0,1,0,0,,2018-01-18,2018,1,Invierno,Single,1.0,1.0,0,3,1
Halsey,Funk,114,332,3,0,0,1,0,,2018-01-18,2018,1,Invierno,Single,100.0,46.246537062426036,0,3,1
Harry Styles,Reggaeton,136,358,9,1,0,1,0,,2018-01-18,2018,1,Invierno,Single,100.0,93.61914626320178,0,3,1
Eminem,Experimental,139,297,4,0,0,1,1,Olivia Rodrigo,2018-01-19,2018,1,Invierno,Album,1.0,7.1477048582989005,0,4,1
Don Omar,Experimental,126,137,1,1,1,0,0,,2018-01-24,2018,1,Invierno,Single,11.73072017142322,5.838553280082278,0,2,1
Lil Nas X,Indie,79,146,7,0,0,1,0,,2018-01-25,2018,1,Invierno,Single,100.0,78.49251997553925,0,3,1
Migos,Indie,85,322,3,0,0,1,0,,2018-01-25,2018,1,Invierno,Album,1.0,1.1276785270185359,1,3,1
Nicki Minaj,Reggaeton,88,205,0,1,0,1,1,Coldplay,2018-02-01,2018,2,Invierno,Single,100.0,113.5725481177276,0,3,1
Tini,Blues,81,300,7,1,0,1,0,,2018-02-01,2018,2,Invierno,Single,100.0,5.175897257833099,1,3,1
Demi Lovato,Metal,104,429,2,0,1,0,0,,2018-02-03,2018,2,Invierno,Album,100.0,42.763731440218365,0,5,1
Rauw Alejandro,Country,105,174,2,0,0,1,0,,2018-02-03,2018,2,Invierno,Single,53.642404057793705,14.51403603569139,0,5,1
The Kid LAROI,Metal,150,292,0,1,0,1,0,,2018-02-06,2018,2,Invierno,Single,1.0,4.181079441596953,0,1,1
Paulo Londra,Urbano,99,214,6,1,0,1,1,Sebastian Yatra,2018-02-11,2018,2,Invierno,Single,100.0,21.947138171541216,1,6,1
Sam Smith,Funk,139,204,0,0,0,1,0,,2018-02-11,2018,2,Invierno,Single,100.0,61.939496112909445,0,6,1
Ariana Grande,Lofi,158,171,5,1,0,1,1,Miley Cyrus,2018-02-12,2018,2,Invierno,Single,2.7584454140002683,2.4786430885162156,0,0,1
Doja Cat,Experimental,63,416,1,1,0,1,1,BTS,2018-02-12,2018,2,Invierno,Single,1.0,5.501127621989549,0,0,1
